quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1016.3766	832.41156	698.23529	736.55945	807.00055
2	758.44153	730.12695	616.99591	704.56415	698.87183
3	781.22009	703.73413	710.3465	837.86298	768.72601
4	997.50122	810.57928	744.85205	792.8479	799.47955
All	957.06116	807.28033	707.40875	800.78491	795.73309
