quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1560.5442	3300.075	1122.1302	1524.8049	2023.2842
2	5313.3105	10286.678	10412.86	6892.1045	9096.3379
3	4001.011	3494.0093	8891.8359	13458.314	11213.634
4	4553.8677	9701.8184	5196.0127	68604.797	49125.367
All	3986.7898	7577.6265	7843.165	43690.793	29193.063
