quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1392.3833	1463.979	1970.5638	586.37476	1560.9032
2	3901.0754	8115.9595	7707.731	6302.3467	7161.7036
3	11362.464	3995.7715	8893.0557	9837.8428	9100.6309
4	1385.948	5435.1919	4984.5527	6843.2676	6188.8564
All	7789.7124	6390.4663	7532.2192	8117.0923	7628.7617
