quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1572.9319	713.50952	1329.2194	3428.7246	2076.2776
2	5219.2759	12923.369	7196.1411	5058.9995	8578.9795
3	14013.852	8658.2734	12894.699	9977.0449	10974.577
4	5163.4639	11651.225	14426.001	52804.523	44863.84
All	6258.8843	10179.191	11207.474	36381.078	26651.031
