quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	631.58978	0	0	0	463.61273
2	6057.3794	3380.8892	6250.5771	5588.272	5286.5088
3	1449.3999	7032.0928	8104.5859	5633.606	6675.8525
4	0	1979.1914	3729.5186	3277.1931	3418.6191
All	4419.4307	4515.7124	6372.3184	5060.0708	5378.877
