quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	898.40363	936.64862	693.30811	729.13306	821.05347
2	715.5285	819.00641	666.86053	683.00989	732.60535
3	709.27203	589.46466	745.85046	573.99371	654.84229
4	730.2597	692.56244	528.68384	531.24225	584.61237
All	820.0174	839.26941	723.30695	646.047	747.55597
