quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	8458.3926	12105.574	9643.3125	7719.6157	9873.7852
2	7732.8936	9177.0127	6795.1279	6403.3608	7543.3774
3	7628.2339	5672.2134	5593.2549	6604.0918	6202.9697
4	2911.366	6617.2295	4696.1841	5747.8135	5562.6777
All	8253.6465	10055.858	7652.0073	6575.561	7946.3262
