quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	3.490032	3.1922927	4.2861509	7.4301605	5.3588729
2	5.9551044	4.122293	7.9713531	5.5517888	5.9872131
3	1.3311892	4.707809	4.2753797	5.1062303	4.4156246
4	1.7273372	1.6132026	4.541492	2.0980256	2.8043773
All	4.6080046	3.7767279	5.5067797	5.7415009	5.1169257
