quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	0	3535.3613
2	9043.9414	2757.1667	15259.581	10915.17	11848.012
3	12802.517	5490.0752	12218.424	0	10637.865
4	2599.699	10776.511	53714.07	14492.219	36483.719
All	9512.9209	7950.6704	34310.043	11701.463	23477.898
