quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	0	522.49243
2	3910.6226	8734.7686	5162.7207	6070.1328	5921.8477
3	3155.845	10015.437	6726.4199	6749.3027	7524.7803
4	3226.6448	2519.8442	4071.6528	2211.7524	3328.5979
All	3183.7466	7700.9497	5312.4966	5631.1704	5934.5571
