quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2.2013428	1.6922625	4.1319418	2.5451338	2.8687704
2	2.4875593	2.0738521	2.0126231	2.2153401	2.1796594
3	2.4638443	1.9913507	2.5673542	2.436532	2.4344263
4	2.336978	2.6162705	2.4546533	2.4699087	2.487443
All	2.3372529	2.0654073	3.0814025	2.4329274	2.5631611
