quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2120.5759	2429.4314	2563.511	2494.8884	2444.9011
2	3879.3237	8204.2637	12086.835	11939.748	10906.46
3	5613.811	7352.5796	8382.4316	14580.46	11388.042
4	10644.222	12093.591	11571.771	38642.227	28526.674
All	6204.7593	8228.0225	10056.074	25072.787	17359.988
