quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	4038.415	3558.8359	2973.1816	2383.3555	3336.0615
2	6933.0967	13192.948	14628.371	14132.385	13606.268
3	11309.562	8159.1821	12977.373	17662.033	15296.858
4	6799.6636	19801.67	21167.498	30498.039	28254.57
All	6678.5225	11476.826	15014.42	24221.693	19361.242
