quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2577.1284	3395.3364	2352.2341	4811.3887	3303.4861
2	7601.8125	8699.5566	10443.171	33576.195	22545.318
3	13674.661	7350.4438	16685.59	8889.1758	12381.025
4	12535.596	8829.126	20304.949	8399.0742	13796.371
All	11778.216	8076.9629	16462.867	17080.316	15197.792
