quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	6922.605	10370.474	7450.0381	6802.9932	8363.0332
2	6442.7349	6477.7974	5782.3311	5877.8013	6085.4326
3	6048.123	6096.8711	4590.333	4927.0767	5064.3999
4	4836.1235	5882.6909	5708.6802	5685.2651	5703.4883
All	6801.77	8890.6201	6336.8467	5932.3145	7006.4312
