quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	0	1826.5905
2	4115.7158	7970.2568	4911.3984	6103.8799	5727.1147
3	3058.5364	8118.2124	7271.1714	13565.15	9608.9121
4	2229.1721	5544.688	3845.6426	1671.9014	4194.2729
All	3098.2732	6976.1772	5502.2275	9109.7295	7090.5938
