quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2.6166549	2.9618647	5.6610928	3.6719873	4.2639289
2	3.3169265	4.270875	4.8251643	3.704004	4.2257447
3	5.2628269	3.2336178	4.0999799	4.3705873	4.128356
4	2.847764	2.7219608	3.366909	5.1226964	4.5002437
All	3.4197328	3.6445906	4.6700897	4.4669347	4.2802215
