quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1746.2067	507.08597	4892.1167	1427.7289	2666.0374
2	3790.0759	6286.7012	4786.9082	7043.2896	6077.2266
3	5175.4805	6880.3394	5129.6021	10257.483	7950.7905
4	4926.0361	6231.1484	7002.4829	4803.9028	5895.4092
All	4533.5664	6069.394	5720.5527	7671.3359	6596.8008
