quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	5725.4961	0	5143.8213	4343.062	4264.0469
2	10424.819	12926.379	36691.711	11577.591	24432.051
3	9825.1025	15951.776	15661.784	16259.055	15732.628
4	7133.1353	11398.39	14755.361	18563.479	17394.842
All	9789.3652	13259.352	23887.879	16874.625	18493.412
