quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3309.2598	5245.5488	3817.9714	2680.3208	4066.0886
2	4507.627	9572.1934	7294.1675	6873.269	7690.1138
3	7365.9878	4647.6743	7379.0186	7852.6978	7376.5825
4	0	3615.5444	12414.826	32489.975	28768.195
All	4166.9497	6972.8301	7945.1143	22313.787	15777.607
