quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2354.6719	4912.999	3504.6101	2363.1892	3735.9912
2	5754.4829	13019.603	13892.932	11417.365	12444.267
3	8169.5273	5334.1719	10781.733	8318.2383	9004.5967
4	7639.2163	9599.0693	13322.881	29113.195	25853.699
All	5074.3618	8760.4375	11339.842	20681.75	15560.233
