quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3060.4097	2599.4617	1277.6068	4649.6919	2934.8958
2	8297.6074	8816.6201	31164.967	9335.75	20370.219
3	8317.0557	10479.223	11349.852	12622.375	11799.781
4	5764.3115	8543.873	11283.96	13920.31	13057.55
All	7180.6641	8764.0703	18929.553	12718.407	14141.252
