quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	4132.5693	0	558.34235	2785.5181
2	588.40912	1926.4663	4342.6836	7935.2778	5497.1475
3	1753.5552	1364.201	7744.1646	12809.079	11873.46
4	0	11281.542	7215.8335	15578.499	13958.414
All	2628.0684	7508.8994	6359.5674	13765.265	11610.54
