quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	9839.2773	8939.3271	10233.955	12326.291	10431.637
2	8947.1992	9358.4883	6212.0371	7765.0776	7846.8989
3	10906.721	6876.5791	8939.5439	6213.874	7768.4258
4	6020.8369	6037.0024	6238.7261	6159.1704	6180.5732
All	9576.2344	8202.6406	8152.3569	8042.252	8278.4707
