quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2464.9878	912.62292	2682.1992	0	1688.6212
2	10825.688	6227.126	5487.8496	2508.0254	5888.0908
3	7314.0586	3363.4548	4492.1108	4370.9648	4584.1235
4	3882.9949	2913.1064	4175.3979	2595.0369	3553.583
All	8010.7939	4446.1743	4597.7056	3446.4836	4698.8921
