quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4215.6372	2969.4932	4616.3237	6795.7202	4907.1621
2	15939.558	9360.918	17997.531	16124.675	15489.084
3	12517.268	12650.421	12180.192	10340.818	11501.183
4	26488.768	13358.701	30109.748	39672.27	32830.301
All	16406.072	10963.007	19248.135	24858.355	20121.846
