quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2503.1575	1463.542	4268.7793	2141.8665	2827.144
2	5209.3877	7998.4302	7548.4922	15004.305	11343.904
3	5410.3257	8357.2236	8484.6309	18995.232	14281.918
4	6220.499	10779.427	8865.8877	24473.15	18434.236
All	5412.1372	8993.3008	8385.957	20330.615	15018.593
