quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	0	0	0	0	1539.0364
2	3548.6582	5108.208	1555.7322	2192.584	3302.468
3	8393.7178	4893.1055	3526.3921	5457.0591	5120.3022
4	1587.5675	2682.5837	5687.7842	2257.3071	3777.4507
All	5635.332	4538.8667	3790.2554	3441.7803	4126.7676
