quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2277.5352	3090.5391	1694.0913	2169.4592	2313.1577
2	8063.7808	7618.5396	12039.84	12651.002	11367.354
3	11760.038	6991.585	9616.0742	14259.843	11924.279
4	5716.4082	9653.5313	8590.9336	46024.988	32441.199
All	8236.6172	7980.4961	9760.877	29314.99	20218.848
