quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1.8691596	2.0705111	2.3187556	2.4172943	2.1953797
2	1.5015457	1.8573029	2.0823789	2.2489882	2.029458
3	1.804145	2.1420598	2.2957084	2.1292918	2.149344
4	2.0252585	2.0814307	2.1051857	2.5111589	2.300087
All	1.8232459	2.0337422	2.2327018	2.3426566	2.1782908
