quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1461.746	408.4906	3642.4971	1543.4456	2331.5471
2	3987.1172	6293.0605	6101.7749	6225.5674	6087.5239
3	3100.9077	8942.7861	6691.3901	7952.2534	7534.5649
4	4916.52	3262.7202	6512.939	6213.0449	6123.335
All	3290.7891	6437.3076	6293.3057	6801.8198	6463.5063
