quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1539.9246	826.09955	2002.8807	0	1458.437
2	2697.0044	4906.9536	7824.6567	3087.7754	5659.8442
3	3655.0508	2758.5461	4842.2974	4572.9883	4405.7256
4	1506.4379	4089.4009	3219.1936	3855.6768	3645.6506
All	2730.9526	3990.9949	5716.4009	3995.6289	4566.5952
