quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	921.45459	755.67664	922.83704	732.97656	851.18347
2	738.91931	817.7099	698.89716	661.73639	730.047
3	917.31042	663.60181	611.245	852.07776	758.40222
4	443.0054	678.66577	597.07422	1161.9333	1031.6216
All	888.76703	770.92883	787.16962	975.86273	887.37427
