quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2379.063	2486.8633	2860.3386	2496.5164	2578.9167
2	5030.9175	4428.3774	12711.022	25213.576	17278.191
3	10552.532	6239.7261	12235.39	6714.6416	9267.4902
4	9904.8721	6413.8125	9405.9268	5518.9849	7723.2661
All	8293.4258	5287.3096	10509.919	12584.854	10444.527
