quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1596.3342	2830.6526	1009.7646	712.33569	1790.3372
2	5791.6621	3308.95	5835.6846	5682.5815	5345.0391
3	9990.9189	9022.7305	11494.604	7333.0479	9399.7275
4	12012.918	11148.576	10711.879	19738.578	15636.674
All	8948.8076	8323.9531	9551.3701	12654.447	10652.764
