quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1126.5853	460.91412	1550.6388	953.27588	1054.8113
2	5437.5371	3442.2007	4749.0303	2538.4873	3894.2791
3	12973.036	5234.5083	5142.6494	1794.7174	5479.4565
4	4971.6772	4354.9048	7363.0073	3246.0559	5468.0874
All	8372.8838	4244.1338	5586.6943	2346.1318	4829.3438
