quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1486.3805	2585.002	3323.8623	1909.8046	2578.2654
2	5692.6768	8854.0137	7308.5679	14526.867	10604.75
3	8146.2412	12118.629	13613.558	13971.726	13484.15
4	6769.0537	6445.5879	11605.212	19529.848	17507.311
All	6398.2915	9248.1299	11380.62	16956.77	14211.626
