quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	3564.4324	2068.6611	1260.2085	1160.1777	2225.095
2	5810.6362	4337.2466	13670.935	4635.2793	8464.751
3	5717.6948	7973.9424	6988.0063	8512.6055	7704.501
4	20601.592	9388.043	11440.62	12057.407	12539.344
All	10252.759	6712.5132	9574.3223	8824.4502	8848.7305
