quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2.5347407	4.3603077	6.2700872	4.6815562	5.0848489
2	3.8810511	6.4880695	5.6263146	6.3758745	5.9427547
3	2.7131538	2.4488509	5.5586143	2.8632901	4.0924778
4	0	2.0838225	1.7521918	4.8782806	3.3722224
All	3.2097917	4.9802461	5.5274577	5.0056624	5.0515432
