quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2687.2649	1313.7065	1287.8403	726.737	1684.6284
2	3478.1692	4379.8501	5380.04	4067.2971	4599.4814
3	2663.8411	4969.8833	8151.0063	8050.5234	7675.2891
4	4844.0752	7755.3999	8629.7842	10888.56	10174.835
All	3224.8855	5105.9063	7310.7158	8993.4121	7822.8115
