quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	8946.1318	9092.875	13310.956	8218.8799	10288.992
2	7252.0684	9829.8525	5969.3809	6494.1509	7472.1182
3	7978.4053	4821.4331	7772.0605	4702.9917	6312.7642
4	5084.5254	6141.4258	4707.0166	4464.1323	4917.4766
All	8149.7803	8542.3398	9260.7734	6155.7124	8006.8638
