quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	932.00732	862.68518	802.38977	601.72797	818.53619
2	740.72455	741.40436	656.56281	691.61011	702.39594
3	819.03503	682.0686	827.0932	739.5816	758.20917
4	433.55698	672.65289	867.56232	763.58807	786.81671
All	882.73413	770.61737	800.58447	743.62402	788.82043
