quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	2.6524506	2.1186311	4.9264073	3.0881772	3.470226
2	2.8531406	3.2700641	2.4690914	3.6915069	3.2258785
3	4.020484	2.2138047	3.0979795	2.1961811	2.7336528
4	2.2924874	2.1258712	2.8879309	3.5647099	3.1460133
All	3.0271056	2.5513623	3.5651617	3.2051413	3.1753323
