quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	0	0	3535.3613
2	13993.01	14182.431	18255.1	12802.624	15114.395
3	9128.585	6074.6973	11247.854	10239.056	10551.943
4	0	0	10819.927	44208.207	33443.012
All	12243.479	12341.729	13684.534	32614.721	21156.059
