quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4486.2822	3287.7583	2914.6035	2505.3755	3315.2141
2	8723.2061	8650.5342	20033.166	14113.849	14693.522
3	9016.0791	10553.213	11166.447	18350.451	14536.91
4	21400.227	14483.888	18739.178	39858.727	30613.615
All	13010.599	11156.054	15853.705	27258.623	20303.121
