quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1055.8585	720.18201	957.89752	790.18311	861.33325
2	691.65002	786.63043	602.237	712.59302	697.8609
3	703.57715	674.44891	682.20679	638.50287	664.72241
4	732.52069	790.49835	674.95227	594.16486	676.56866
All	861.37335	767.42554	727.57941	689.90472	738.85687
