quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2700.5667	0	0	0	1324.3192
2	2493.842	3406.2881	3624.3577	2782.4211	3177.5989
3	2425.7849	5353.1582	3913.8167	4912.0293	4545.2319
4	0	2887.7039	4708.8354	1692.015	3490.689
All	2218.5969	3851.532	4015.8889	3744.8579	3754.1445
