stat	afqt2	afqt3	afqt4	exp	exp2_over10	cons
coeff	.2498259000253545	.2575419099918992	.2942021440843539	.1096984298353907	-.0382657604022145	8.893729072673205
se	.0186920308206462	.021736065628176	.029011364279467	.0078693086637408	.0051226686713648	.0278878449051344
