stat	afqt2	afqt3	afqt4	exp	exp2_over10	started_2y	last_type3	last_type4	cons
coeff	.0271880343712723	.0737449808756318	.1301729967951643	.1189038583575605	-.0433894332616257	.0265330747589599	.0645408659052072	.1057240239222106	9.698508315460844
se	.0501882071535506	.0473633994672836	.0469879156417422	.0115664740202099	.0103032530821571	.0293725488207255	.0217662810354723	.0224518420037788	.0532137109434333
