stat	quality2	quality3	quality4	inc_quartile2	inc_quartile3	inc_quartile4	cons
coeff	2871.015657862772	2402.705072732663	10008.76540948165	387.4605205087674	2227.20348403758	7384.003094732588	-589.0191544736108
se	721.9170088533788	620.1006857495562	2136.877960338665	750.2786423874264	791.2839970814611	1485.407236484839	672.1942063352965
