quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	18	15	20	4	57
2	14	30	26	26	96
3	3	17	20	28	68
4	1	8	12	12	33
All	36	70	78	70	254
