quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	4	8	3	7	22
2	22	31	36	56	145
3	20	32	59	82	193
4	17	30	59	83	189
All	63	101	157	228	549
