quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	15	15	17	7	54
2	29	55	69	60	213
3	12	36	63	81	192
4	7	15	38	69	129
All	63	121	187	217	588
