quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	88	91	82	63	324
2	38	65	62	84	249
3	29	50	96	123	298
4	22	40	73	117	252
All	177	246	313	387	1123
