quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	20	21	20	14	75
2	22	40	43	64	169
3	23	37	67	94	221
4	19	36	62	94	211
All	84	134	192	266	676
