quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	49	54	50	45	198
2	30	50	50	72	202
3	24	39	79	107	249
4	21	35	65	99	220
All	124	178	244	323	869
