quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	22	18	20	13	73
2	11	29	37	33	110
3	6	18	41	66	131
4	2	10	31	85	128
All	41	75	129	197	442
