quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	273	291	201	105	870
2	77	137	164	119	497
3	29	61	167	205	462
4	9	32	79	277	397
All	388	521	611	706	2226
