quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2	4	4	2	12
2	15	32	38	27	112
3	7	17	30	45	99
4	4	9	20	38	71
All	28	62	92	112	294
