quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	229	239	175	89	732
2	68	134	151	108	461
3	27	61	153	179	420
4	10	27	75	260	372
All	334	461	554	636	1985
