quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1	1	1	1	4
2	5	10	13	19	47
3	5	13	11	11	40
4	3	9	11	6	29
All	14	33	36	37	120
