quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1	1	0	0	2
2	5	10	9	5	29
3	3	5	9	7	24
4	1	1	7	8	17
All	10	17	25	20	72
