quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	26	32	23	26	107
2	30	47	42	65	184
3	17	31	49	64	161
4	13	29	37	33	112
All	86	139	151	188	564
