quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	34	32	38	17	121
2	36	78	111	99	324
3	21	48	127	184	380
4	7	24	79	234	344
All	98	182	355	534	1169
